PERATURAN,BAB,PASAL
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XIII KETENTUAN SANKSI," 29 (1) Setiap orang yang dengan sengaja tidak memberikan perlindungan terhadap perempuan dan anak sehingga menyebabkan       terjadinya   tindak   kekerasan, membiarkan terjadinya tindak kekerasan, dan/atau tidak melaporkan dan tidak memberikan perlindungan terhadap korban, dikenakan sanksi sebagaimana diatur dalam Peraturan Perundang-undangan. (2) Apabila pejabat yang ditunjuk atau Pejabat P3A untuk menyelenggarakan perlindungan, tidak melaksanakan kewajiban dan tanggungjawabnya dikenakan sanksi sesuai ketentuan Peraturan Perundang-undangan. (3) Pejabat P3A yang melaksanakan tugas pelayanan dan perlindungan terhadap Anak dan Perempuan dari tindak    kekerasan,    melanggar   prinsip-prinsip pelayanan, dapat dikenakan sanksi sesuai dengan mekanisme internal organisasi.  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XIV KETENTUAN KHUSUS," 30 (1) Penanganan kasus hukum pada proses penyidikan oleh aparat penegak hukum harus ditangani oleh penyidik khusus yang telah ditetapkan sesuai kompetensinya oleh institusi penegakan hukum untuk bidang perlindungan perempuan dan anak. (2) Penyidik khusus sebagaimana dimaksud pada ayat (1) adalah : - 19 -  a. pada kasus penyidikan untuk perempuan atau anak perempuan korban kekerasan harus ditangani penyidik wanita; b. proses pelaksanaan sebagaimana dimaksud pada huruf a wajib dalam ruang tertutup yang hanya dihadiri oleh orang tua korban atau walinya beserta tim advokasi dan psikologi dari P3A yang memiliki jenis kelamin sama; c. pada kasus penyidikan untuk anak laki-laki korban kekerasan dapat dilakukan oleh penyidik laki-laki atau wanita, diutamakan sama jenis kelamin dan dilaksanakan sebagaimana dimaksud pada huruf b; dan d. Proses sidang tidak terbuka untuk umum.  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XIV KETENTUAN KHUSUS," 31 Dalam hal proses persidangan terkait kasus kekerasan terhadap anak, keberadaan anak tidak mesti harus dihadirkan pada persidangan, kecuali keadaan yang sangat memaksa dengan tetap memisahkan pertemuan antara anak dengan pelaku dalam proses sidang yang berbeda waktunya.  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XIV KETENTUAN KHUSUS," 32 Dalam hal pelaku tindak pidana adalah seorang anak, berlaku hal-hal sebagai berikut : a. proses hukum dilakukan secara manusia dengan memandang anak masih memiliki harapan kemasa depannya; b. Penyidik harus orang yang memiliki kompetensi pada penyidikan khusus untuk kasus penanganan anak; c. Penyidikan dilakukan diruang tertutup dan hanya dihadiri oleh tim advokasi dan orang tua/wali anak; d. pada proses penyidikan, anak tidak ditempatkan pada tahanan      umum,     melainkan     dititipkan  pada keluarganya dengan pengawasan dan penjagaan; e. proses persidangan dilaksanakan secara khusus dalam ruang sidang pengadilan anak; dan f. proses penghukuman anak ditempatkan pada lembaga pemasyarakatan khusus anak, dengan masa transisi dapat didampingi oleh orang tuanya.  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XIV KETENTUAN KHUSUS, 33 Media pemberitaan tidak diperkenankan mengekspos pemberitaan untuk kasus yang menyangkut tentang anak korban kekerasan seksual dalam rangka menjaga identitas anak dan harapan hidupnya kemasa depan kecuali korban akibat kekerasan tersebut sampai kehilangan nyawanya. - 20 -  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU," 34 Peraturan Daerah   ini    mulai     berlaku   pada   tanggal diundangkan. Agar setiap orang mengetahuinya, memerintahkan pengundangan   Peraturan Daerah   ini   dengan penempatannya dalam Lembaran Daerah Kabupaten Kotabaru.  Ditetapkan di Kotabaru pada tanggal 6 Juni 2014 BUPATI KOTABARU,    H. IRHAMI RIDJANI    Diundangkan di Kotabaru pada tanggal 6 Juni 2014 SEKRETARIS DAERAH KABUPATEN KOTABARU,    H. SURIANSYAH  LEMBARAN DAERAH KABUPATEN KOTABARU TAHUN 2014 NOMOR 08     NOREG PERATURAN DAERAH KABUPATEN KOTABARU, PROVINSI KALIMANTAN SELATAN : (39/2014) -1-   PENJELASAN  ATAS PERATURAN DAERAH KABUPATEN KOTABARU NOMOR 08 TAHUN 2014 TENTANG PERLINDUNGAN PEREMPUAN DAN ANAK   I.   UMUM  Peran perempuan sangat penting karena merupakan ibu bangsa yang menjadi tonggak keluarga untuk membangun masa depan sumberdaya manusia dalam berbagai bidang termasuk pemberdayaan ekonomi keluarga, demikian pula dengan anak-anak yang merupakan generasi bangsa yang akan berperan dalam mengisi pembangunan dimasa mendatang.  Anak dan Perempuan wajib mendapatkan perlindungan dari perlakuan kekerasan, eksploitasi, perdagangan manusia dan penelantaran oleh pihak yang bertanggungjawab. Perlindungan dimaksudkan agar tercipta suasana damai dan sejahtera bagi seluruh lapisan masyarakat dalam membina kehidupan dan kebersamaan dalam wilayah daerah.  Kekerasan tidak mungkin dihindari begitu saja, tetapi sedini mungkin dicegah jangan sampai meluas ketingkat yang merugikan bagi semua pihak. Upaya perlindungan diutamakan pada upaya pencegahan dan meminimalisir kejadian.  Tindak kekerasan terhadap Anak dan Perempuan merupakan pelanggaran hak asasi manusia sehingga perlu dilindungi harga diri dan martabatnya serta dijamin hak hidupnya sesuai dengan fitrah dan kodratnya tanpa diskriminasi. Selama ini peraturan perundang-undangan yang mengatur mengenai perlindungan Anak dan Perempuankorban kekerasan belum mengatur upaya-upaya perlindungan di Daerah sehingga diperlukan dukungan kelembagaan dan peraturan yang dapat menjamin pelaksanaannya. Peraturan Daerah mengatur upaya perlindungan bagi korban khususnya dalam hal pencegahan, pelayanan dan pemberdayaan terhadap Anak dan Perempuan korban kekerasan di Kabupaten Kotabaru. Sebagai salah satu upaya perlindungan Anak dan Perempuan dilakukan melalui pembinaan, pelatihan dan bantuan pada korban maupun keluarga korban kekerasan. Pemberdayaan ekonomi juga dilakukan guna pencegahan perempuan sebagai korban, yang dapat dilakukan dengan menumbuhkan dan mengembangkan usaha mikro dan kecil sesuai dengan potensi lokal. Untuk menumbuhkan usaha mikro dan kecil perlu peningkatan kapasitas dan kapabilitas perempuan melalui pendampingan dan pembinaan sehingga kaum perempuan termotivasi untuk memulai dan mengembangkan usahanya. -2-  II.   PASAL DEMI PASAL "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 1 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU," 2 Ayat (1) Huruf a Penghormatan hak Anak dan Perempuan merupakan penghormatan untuk pemenuhan hak dasar bagi perempuan dan anak. Huruf b Yang dimaksud dengan “keadilan dan kesetaraan gender” adalah keadaan dimana setiap orang baik laki-laki maupun perempuan     diperlakukan    sama    dan     memperoleh kesempatan yang sama guna mendapatkan kesempatan (akses), serta kesejahteraan; Kesetaraan gender adalah kesamaan hak, kesempatan, manfaat dan pengambilan keputusan antara perempuan dan laki-laki termasuk dalam memasuki kesempatan kerja baik di sektor formal maupun informal. Huruf c Yang dimaksud dengan “non diskriminasi” adalah sikap dan perlakuan terhadap korban dengan tidak melakukan pembedaan atas dasar usia, jenis kelamin, ras, suku, agama dan antar golongan. Huruf d Yang dimaksud dengan “kepentingan yang terbaik bagi korban” adalah semua tindakan terbaik yang menyangkut korban yang dilakukan oleh Pemerintah, masyarakat, badan legislatif dan badan yudikatif, maka kepentingan yang terbaik bagi korban harus menjadi pertimbangan utama. Huruf e Yang dimaksud dengan pemulihan hak sosial ekonomi adalah meningkatkan pengertian, kesadaran, tanggung jawab, komitmen, partisipasi, kemampuan dan kemandirian guna peningkatan ekonomi dan kualitas perempuan atau kelompok sasaran agar terhindar dari masalah. Ayat (2) Huruf a Cukup jelas Huruf b Cukup jelas Huruf c Cukup jelas Huruf d Cukup jelas -3-   Huruf e Cukup jelas Huruf f Cukup jelas  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU," 3 Ayat (1) Yang dimaksud dengan “kekerasan fisik” adalah setiap perbuatan yang mengakibatkan rasa sakit, cedera, luka atau cacat pada tubuh seseorang, gugurnya kandungan, pingsan dan atau menyebabkan kematian Yang dimaksud dengan “kekerasan psikis” adalah perbuatan yang mengakibatkan ketakutan, hilangnya rasa percaya diri, hilangnya kemampuan untuk bertindak, rasa tidak berdaya dan atau penderitaan psikis berat pada seseorang Yang dimaksud dengan “kekerasan seksual” adalah setiap perbuatan yang berupa pelecehan seksual, pemaksaan hubungan seksual, pemaksaan hubungan seksual dengan tidak wajar atau tidak disukai, pemaksaan hubungan seksual dengan orang lain untuk tujuan komersial dan atau tujuan tertentu Yang dimaksud dengan “eksploitasi” meliputi: a. tindakan yang mengeksploitasi ekonomi atau seksual anak dengan maksud untuk menguntungkan diri sendiri atau orang lain; b. tindakan dengan atau tanpa persetujuan korban yang meliputi tapi tidak terbatas pada pelacuran, kerja atau pelayanan paksa, perbudakan atau praktik serupa, penindasan, pemerasan, pemanfaatan fisik, seksual, organ reproduksi, atau secara melawan hukum memindahkan atau mentransplantasi organ dan/atau jaringan tubuh atau memanfaatkan tenaga atau kemampuan seseorang oleh pihak lain untuk mendapatkan keuntungan baik materiil maupun immateriil. c. segala bentuk pemanfaatan organ tubuh seksual atau organ tubuh lain dari korban untuk mendapatkan keuntungan, termasuk tetapi tidak terbatas pada semua kegiatan pelacuran atau pencabulan. Yang dimaksud dengan “perdagangan orang” adalah tindakan    perekrutan,   pengangkutan,     penampungan, pengiriman, pemindahan, atau penerimaan seseorang dengan ancaman kekerasan, penggunaan kekerasan, penculikan,     penyekapan,      pemalsuan,     penipuan, penyalahgunaan kekuasaan atau posisi rentan, penjeratan utang atau memberi bayaran atau manfaat, sehingga memperoleh persetujuan dari orang yang memegang kendali atas orang lain tersebut, baik yang dilakukan di dalam negara maupun antar negara, untuk tujuan eksploitasi atau mengakibatkan orang tereksploitasi. -4-   Yang dimaksud dengan “penelantaran Rumah           Tangga” adalah: a. tindakan yang mengakibatkan        tidak terpenuhinya kebutuhan anak secara wajar,       baik fisik, mental, spiritual maupun sosial; b. tindakan   mengabaikan     dengan   sengaja   untuk memelihara, merawat, atau mengurus anak sebagaimana mestinya; c. tindakan yang menelantarkan orang dalam lingkup rumah tangganya, padahal menurut hukum yang berlaku baginya atau karena persetujuan atau perjanjian ia wajib memberikan kehidupan, perawatan, atau pemeliharaan kepada orang tersebut; d. tindakan yang mengakibatkan ketergantungan ekonomi dengan cara membatasi dan/atau melarang untuk bekerja yang layak di dalam atau di luar rumah sehingga korban berada dibawah kendali orang tersebut. Yang dimaksud perilaku menyimpang anak seperti penggunaan lem aibon yang dapat menyebabkan anak-anak merasa ketagihan atau mabuk karena diajak teman- temannya, dan penyimpangan kearah perilaku sex bebas atau penggunaan barang-barang haram. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas.  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU," 4 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas. Ayat (3) Huruf a Cukup jelas Huruf b Cukup jelas Huruf c Cukup jelas Huruf d Stigma khusus untuk kasus perkosaan anak, korban berhak untuk tidak mendapatkan ekspos melalui pemberitaan media termasuk penyebutan latar belakang keluarga, lokasi/tempat tinggal dan yang berkaitan dengan kepentingan anak kedepan. Huruf e Cukup jelas -5-   Huruf f Ganti rugi atau kompensasi saat ini masih belum melembaga secara yuridis formal tetapi dalam aturan kebiasaan (adat) sudah melembaga, dimungkinkan adanya upaya hukum dalam hal gugatan kerugian sebagaimana dikembangkan dinegara-negara maju saat ini.  "
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 5 Cukup jelas  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 6 Cukup jelas  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 7 Cukup jelas  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 8 Cukup jelas  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 9 P2PT2A merupakan kelembagaan yang berada dalam lingkup SKPD terkait.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 10 Ayat (1) Cukup   jelas. Ayat (2) Cukup   jelas. Ayat (3) Cukup   jelas. Ayat (4) Cukup   jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 11 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 12 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 13 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 14 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. -6- 
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 15 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 16 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 17 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 18 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 19 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 20 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 21 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 22 Ayat (1) Cukup jelas Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 23 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 24 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas. -7-  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 25 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 26 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 27 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 28 Ayat (1) Cukup jelas. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 29 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 30 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 31 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 32 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 33 Cukup jelas.  
PERDA-KAB-KOTABARU-NOMOR-08-TAHUN-2014-TENTANG-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,XV KETENTUAN PENUTUP BUPATI KOTABARU, 34 Cukup jelas.     TAMBAHAN LEMBARAN DAERAH KABUPATEN KOTABARU NOMOR 05
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,I KETENTUAN UMUM SKPD DPRD," 1  Dalam Peraturan Daerah ini, yang dimaksud dengan: 1. Daerah adalah Daerah Kabupaten Nunukan. 2. Pemerintah Daerah adalah Pemerintah Daerah Kabupaten Nunukan. 3. Bupati adalah Bupati Nunukan. 4. Satuan Kerja Perangkat Daerah, yang selanjutnya disingkat SKPD adalah unsur pembantu Bupati dan DPRD dalam penyelenggaraan Urusan Pemerintahan yang menjadi kewenangan Daerah. 5. Satuan Kerja Perangkat Daerah teknis yang selanjutnya disebut SKPD teknis adalah Satuan Kerja Perangkat Daerah yang lingkup tugas dan tanggung jawabnya meliputi urusan Pemberdayaan Perempuan dan/atau Perlindungan Anak. 6. Anak adalah seseorang yang belum berusia 18 (delapan belas) tahun, termasuk anak yang masih dalam kandungan. 7. Perempuan adalah manusia berjenis kelamin perempuan dan orang yang oleh hukum diakui sebagai perempuan. 8. Pemberdayaan Perempuan adalah setiap upaya meningkatkan kemampuan fisik, mental spiritual, sosial, pengetahuan, dan keterampilan agar perempuan siap didayagunakan sesuai dengan kemampuan masing-masing. 9. Pemenuhan Hak Anak adalah segala kegiatan untuk menjamin dan melindungi anak serta hak-haknya agar dapat hidup, tumbuh, berkembang dan berpartisipasi, secara optimal sesuai dengan harkat dan martabat kemanusiaan serta mendapat         perlindungan     dari kekerasan dan diskriminasi. 10. Kekerasan adalah setiap perbuatan yang berakibat timbulnya kesengsaraan atau penderitaan baik secara fisik, seksual, psikologis, dan/atau penelantaran rumah tangga termasuk ancaman untuk melakukan perbuatan, pemaksaan, atau perampasan kemerdekaan seseorang secara melawan hukum. 11. Korban adalah perempuan dan/atau anak yang mengalami kesengsaraan dan/atau penderitaan baik secara langsung maupun tidak langsung sebagai akibat dari kekerasan yang terjadi di wilayah Kabupaten Nunukan. 12. Perlindungan adalah segala tindakan pencegahan, pelayanan dan pemberdayaan untuk melindungi dan menjamin hak-hak perempuan dan anak dari tindak kekerasan. 13. Pencegahan adalah kegiatan yang dilakukan untuk mencegah terjadinya tindak kekerasan terhadap perempuan dan anak. 14. Pelayanan adalah tindakan yang dilakukan sesegera mungkin kepada korban ketika melihat, mendengar dan mengetahui akan, sedang atau telah terjadinya kekerasan terhadap korban. 15. Pemberdayaan adalah penguatan perempuan korban kekerasan untuk dapat berusaha dan bekerja sendiri setelah mereka dipulihkan dan diberikan layanan rehabilitasi kesehatan dan sosial. 16. Rehabilitasi Kesehatan adalah upaya pemulihan kondisi korban meliputi kesehatan fisik, psikis dan sosial agar korban dapat melaksanakan perannya kembali secara baik dan wajar baik dalam keluarga maupun dalam masyarakat. 17. Rehabilitasi      sosial adalah     pelayanan      yang  ditujukan untuk memulihkan dan mengembangkan kemampuan seseorang yang mengalami disfungsi sosial agar dapat melaksanakan fungsi sosialnya secara wajar. 18. Pemulangan adalah upaya mengembalikan korban kekerasan dari wilayah daerah ke daerah asal. 19. Reintegrasi sosial adalah upaya penyatuan kembali korban dengan pihak      keluarga,     keluarga   pengganti    atau   masyarakat yang dapat memberi perlindungan dan pemenuhan kebutuhan bagi korban. 20. Pusat Pelayanan Terpadu yang selanjutnya disingkat PPT, adalah suatu unit yang menyelenggarakan pelayanan terpadu untuk korban kekerasan dan terintegrasi dengan PPT yang menyelenggarakan pelayanan terpadu untuk saksi dan/atau korban tindak pidana perdagangan orang.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,II ASAS DAN TUJUAN," 2  Pelindungan Perempuan dan Anak, dilaksanakan berdasarkan asas: a. penghormatan dan perlindungan Hak Asasi Manusia; b. keadilan dan kesetaraan gender; c. non diskriminasi; d. kepentingan terbaik bagi Anak; e. hak untuk hidup, kelangsungan hidup, dan perkembangan; f. pemberdayaan; dan g. kepastian hukum.   "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,II ASAS DAN TUJUAN, 3  Peraturan Daerah ini bertujuan untuk : a. menjamin terpenuhinya hak-hak perempuan dan anak; b. memelihara keutuhan rumah tangga agar terwujud keluarga yang harmonis; c. mencegah kekerasan terhadap perempuan dan anak; d. melindungi dan memberikan rasa aman bagi perempuan dan anak; e. memberikan pelayanan kepada perempuan dan anak korban tindak kekerasan; f. memberikan perlindungan kepada pelapor dan saksi; dan g. melakukan pemberdayaan kepada perempuan korban kekerasan. 
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 4  Setiap Perempuan berhak: a untuk hidup serta berhak mempertahankan hidup                  dan kehidupannya; b untuk membentuk keluarga dan melanjutkan keturunan melalui perkawinan yang sah; c mengembangkan diri melalui pemenuhan kebutuhan dasarnya; d mendapat pendidikan dan memperoleh manfaat dari               ilmu pengetahuan dan teknologi, seni dan budaya, demi meningkatkan kualitas hidupnya dan demi kesejahteraan umat manusia; e untuk memajukan dirinya dalam memperjuangkan haknya secara kolektif untuk membangun masyarakat, bangsa dan negara; f atas pengakuan, jaminan, perlindungan dan kepastian hukum yang adil serta perlakuan yang sama dihadapan hukum; g untuk bekerja serta mendapat imbalan dan perlakuan yang adil dan layak dalam hubungan kerja; h memperoleh kesempatan yang sama dalam pemerintahan; i atas kebebasan berserikat, berkumpul dan mengeluarkan pendapat; j atas perlindungan diri pribadi, keluarga, kehormatan, martabat dan harta benda yang dibawah kekuasaannya, serta berhak atas rasa aman dan perlindungan dari ancaman ketakutan untuk berbuat atau tidak berbuat sesuatu yang merupakan hak asasi; k untuk bebas dari penyiksaaan atau perlakuan yang merendahkan derajat martabat manusia dan berhak memperoleh suaka politik dari negara lain; l hidup sejahtera lahir batin, bertempat tinggal dan mendapat lingkungan hidup yang baik dan sehat, serta berhak memperoleh pelayanan kesehatan; m atas jaminan sosial yang memungkinkan pengembangan dirinya secara utuh sebagai manusia yang bermartabat; n atas      kebersamaan     kedudukannya    di  dalam    hukum   dan pemerintahan; o atas pekerjaan dan penghidupan yang layak bagi kemanusiaan; p dalam upaya pembelaan negara; q untuk        berkomunikasi    dan    memperoleh   informasi  untuk mengembangkan pribadi dan lingkungan sosialnya, serta berhak untuk mencari, memperoleh, memiliki, menyimpan, mengolah, dan menyampaikan informasi dengan menggunakan segala jenis saluran yang tersedia; r memeluk agamanya masing-masing dan untuk beribadat menurut agamnya dan kepercayaannya itu; dan s mendapat pendidikan. Paragraf 2 Bentuk Pemberdayaan Perempuan "
PERDA-KAB-NUNUKAN-NOMOR-17-TAHUN-2015-TENTANG-PENYELENGGARAAN-PERLINDUNGAN-PEREMPUAN-DAN-ANAK .,III PERLINDUNGAN PEREMPUAN DAN ANAK," 5  (1) Guna meningkatkan kedudukan, peran, dan kualitas perempuan, serta upaya mewujudkan kesetaraan dan keadilan gender dalam kehidupan berkeluarga, bermasyarakat, berbangsa, dan bernegara, perempuan harus diberdayakan. (2) Pemberdayaan perempuan sebagaimana dimaksud pada ayat (1) diarahkan untuk memperoleh kesempatan dan hak-haknya sebagai manusia, agar mampu berperan dan berpartisipasi dalam kegiatan ekonomi, sosial budaya, politik, dan hukum.   "
